,userName,splitName,comment,n_recommend,n_reply,nyt_select,recommendflag,url,ttlCommentNum,gender,time,time_order,tech,Name,gender_
564,Arthur,Arthur,"Has ""Mayor Mike"" had a road to Damascus experience or is he just pandering to liberal Democrats?

All of a sudden  he is sounding like Sen. Warren.",11,0,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,0.0,2020-02-18 13:54:39,101,True,arthur,0.0
565,ScottY,ScottY,Bloomberg is THE ideal person to regulate Wall Street! No one knows better the Hen House than the biggest Fox!,11,0,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,2.0,2020-02-18 13:54:40,102,True,scotty,1.0
566,karhl,karhl,I don't trust this for a second. He needs to run as a republican against Trump,19,0,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,2.0,2020-02-18 13:54:40,103,True,karhl,2.0
567,Mathias,Mathias,Why should people believe him?,17,0,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,0.0,2020-02-18 13:54:43,104,True,mathias,0.0
568,CS,CS,How far left can Bloomberg be willing to lean when he continues to shield Wall Street from its true share of  accountability for the 2008 mortgage crisis?,16,1,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,2.0,2020-02-18 13:55:16,105,True,cs,2.0
569,Oliver,Oliver,"OK Mike Bloomberg has sins. I think FDR turning away Jews trying to escape from Nazi Germany was despicable. But didn’t Social Security and the New Deal and a lot of other things make up for that? LBJ getting all those people killed in the Vietnam war. But didn’t the civil rights bill and Medicare / Medicaid and the Voting Rights Act make up for that?

We are all better than the worst things that we’ve ever done. ￼￼￼￼",20,1,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,0.0,2020-02-18 13:57:25,106,True,oliver,0.0
570,NICHOLS COURT,NICHOLS,I have a bridge I would like to sell you.,13,1,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,2.0,2020-02-18 13:57:25,107,True,nichols,0.0
571,Christine,Christine,I want to know why there are 5 stories about Bloomberg and none about Buttigieg?? Bloomberg isnt even on the ballot in the next two states  while Pete is leading in the delegate count....and technically winning the numbers game in the actual election. New York Times  can you do better? You're propelling this guys name even further. Give the other candidates coverage!!!! This is so disappointing!,9,2,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,1.0,2020-02-18 13:57:25,108,True,christine,1.0
572,Ian,Ian,He's trying to make himself more palatable to you. Don't take the bait.,23,6,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,0.0,2020-02-18 14:00:41,109,True,ian,0.0
573,markd,markd,Another New York billionaire with a checkered past? No thanks. Bloomberg is a wolf in sheep's clothing looking to syphon off votes and help put Trump back on his Porcelain Throne. Bloomberg should run as the savior of the Republican Party and run against Trump but he'll keep up with this act and see how many suckers in the public and the media fall for it.,17,3,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,2.0,2020-02-18 14:00:41,110,True,markd,2.0
574,Mary Elizabeth Lease,Mary,"Bloomberg could well be the financial sector's [once referred to as 'Wall Street'] worst nightmare.

The zealotry of a convert combined with the secret knowledge of an insider whose self made product made him the equal of the oligarchs  plutocrats and power centers  their own wealth dependent in many ways on Bloomberg's products.",10,4,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,1.0,2020-02-18 14:00:46,111,True,mary,1.0
575,JS,JS,"Sheesh  this is the same pitch as Trump in 2016: ""I alone know how the corruption (Wall St.) works  so therefore only I can fix it.""  What a crock.  People need to realize that Bloomberg was not interested in running and only entered the race when Warren and her wealth tax plan were the front-runners in Iowa - he just doesn't want to pay his fair share.  This is so transparent.",19,1,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,2.0,2020-02-18 14:01:10,112,True,js,2.0
576,Dan,Dan,"Bloomberg seems to be realizing his age. He's nearly 80  same age as Bernie. You can't take sixty billion with you any more than sixty. He's burning cash to get to office because he's basically done after this. 

If he wants to champion progressive causes  I support that. 

I wish he was younger and had a better history.",6,0,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,0.0,2020-02-18 14:01:34,113,True,dan,0.0
577,Taz,Taz,"The millions that Bloomberg is spending to buy the White House is an insult to every American who had to dig deep in order to send a ten or a twenty to the candidate he or she supports.

I'm offended by Bloomberg's plutocrat arrogance  his out-sized sense of privilege  and won't vote for him. Period. Full stop.",48,2,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,2.0,2020-02-18 14:04:21,114,True,taz,2.0
578,Ted,Ted,"Four years ago  a New York billionaire decided to run for president. His business practices included stiffing contractors  serial bankruptcies  a fraudulent ""university "" and dodgy loans from Deutsche Bank. But he knew he could Win Bigly by exploiting the feeling that the economic and political systems were failing voters. He promised ""I'll drain the swamp "" ""I'll be your voice "" and ""I alone can fix it."" He won by pulling off the biggest con job in American history.

Now there's another New York billionaire candidate  who made an even bigger fortune helping Wall Street's Masters of the Universe redistribute wealth into their pockets. As Mayor  he proudly championed racist police practices that a federal court ruled unconstitutional. But they were nonetheless justified  making New York nicer for his former customers  the only people who could afford to live there. 

But how can he convince Democrats that he alone can beat Trump? First  a tepid apology for his police policies. That gets minority voters on board  never mind that he defended the policies through at least 2018. Next  an op-ad in The Times decrying income inequality and calling for a tax on the wealthy. That's for the Bernie Bros. Finally  gently nibble the Wall Street hands that so lavishly fed him. That (and a few billion of his own dollars) should convince even skeptics that a billionaire former Republican is the Real Champion Of The Common Man that voters have been seeking! 

Why do I have deja vu?",33,5,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,0.0,2020-02-18 14:04:21,115,True,ted,1.0
579,Jack be Quick,Jack,Mike Bloomberg is every bit as believable as Donald Trump.,52,0,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,0.0,2020-02-18 14:04:21,116,True,jack,0.0
580,Bob,Bob,I would say Bloomberg lacks authenticity based on this Wall Street flip flop so for voters looking for authenticity it seems like a good idea to move on. I am surprised he got 19% in a recent national poll  This suggests that close to 19% of Democrats make their decisions based mainly on TV commercials. It is anybody's guess who is the real Michael Bloomberg. Only if he becomes president will the country find out.,24,0,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,0.0,2020-02-18 14:14:42,117,True,bob,0.0
581,KM,KM,"Bloomberg decided to run for president when it looked like either Bernie or Warren might win it. He was fine with Biden and the rest  but those two scared him. Why? Because they might regulate Wall St in a way Obama never did. 

Bloomberg's entire run is designed to prevent any financial regulation. If you believe he'll do any of this you are completely naive. He'd drop these plans the minute he walked into the oval office. 

Vote for someone who's been calling out Wall St. for decades  and who means it when he says he'll regulate them properly and without fear. Vote Bernie.",27,3,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,2.0,2020-02-18 14:34:05,118,True,km,2.0
582,Michael,Michael,These proposals are completely incongruous with what Bloomberg's fought for his entire career  and  as a general rule  actions should speak louder than words. Maybe it's cynical  but I suspect that the only reason he feels safe supporting these policies is that  even if he wins  they won't become law. These proposals would face vehement opposition from a Republican (and maybe even a Democratic) congress  so he could save face and insist that it isn't his fault the proposals didn't come to fruition. These proposals are completely incongruous with what Bloomberg's fought for his entire career  and  as a general rule  actions should speak louder than words. Maybe it's cynical  but I suspect that the only reason he feels safe supporting these policies is that  even if he wins  they won't become law. These proposals would face vehement opposition from a Republican (and maybe even a Democratic) congress  so he could save face and insist that it isn't his fault these popular proposals didn't come to fruition. I suppose that isn't an atypical approach for moderate candidates trying to win liberal and progressive voters (remember Obama's rhetoric about labor unions in 2008?)  but it's always disappointing to see it in practice.,15,0,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,0.0,2020-02-18 14:35:40,119,True,michael,0.0
583,Kieran,Kieran,"It’s good that Bloomberg has moved on from being a Republican. It’s good that he has progressive views on guns and on the environment  and that he is seemingly changing his previous positions on racial issues and on financial regulation. It’s good that he supports Democratic candidates for office financially even if this is representative of the influence of money in politics.

But he shouldn’t be the nominee. Sanders in particular  and Warren to a slightly lesser degree  represent what the Democrats used to stand for  a party that protected the people of the country from corporate greed and sought to ensure every person was treated fairly.

You can’t beat Trump if your base doesn’t turn out in large numbers.",16,0,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,2.0,2020-02-18 14:35:55,120,True,kieran,2.0
584,Peter,Peter,Bloomberg will crack down on Wall Street just as soon as Mexico pays for Trump's wall.,21,1,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,0.0,2020-02-18 14:44:04,121,True,peter,0.0
585,Casey S,Casey,Is this guy running just to make Buttigieg more palatable to progressives?,6,0,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,0.0,2020-02-18 14:44:04,122,True,casey,1.0
586,gern blansten,gern,Leans left?  More like he feints left.,18,0,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,2.0,2020-02-18 14:44:05,123,True,gern,2.0
587,American Abroad,American,"Please do not be fooled by a wolf in slick advertising clothing.! Bloomberg will say and do whatever his high paid consultants and focus groups tell him will get him elected.  

The real Bloomberg habitually degraded women and made lewd comments like these found in court filings:  ""I’d like to do that piece of meat "" and ""I would DO you in a second."" 

The Real Bloomberg only apologized for his longstanding racist Stop and Frisk policies one day before he announces his run for President!  

Let's not replace one 'disingenuous' self-serving oligarch with another!!",17,2,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,2.0,2020-02-18 14:44:05,124,True,american,2.0
588,Hank,Hank,Kind of weird that you can’t tell the difference between Sanders supporters and Trump voters in these comments  right?,11,2,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,0.0,2020-02-18 14:44:07,125,True,hank,0.0
589,gene,gene,If you believe the billionaire will do anything at ALL to his class your intelligence is truly in question.,17,1,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,2.0,2020-02-18 14:44:07,126,True,gene,1.0
590,Andrew,Andrew,"Bloomberg is nothing  but a DINO. It's like looking at Joe Manchin and saying that he's a good example of an actual democrat. No  he's a West Virginia democrat. Bloomberg is a Wall Street democrat. 


I will literally vote nothing  before voting for him if the DNC and the centrists force him down our throats again.",20,3,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,0.0,2020-02-18 14:44:08,127,True,andrew,0.0
591,Ribollita,Ribollita,"If we sell our souls to beat the Republicans  then we are no better than the Republicans.

Say no to Michael Bloomberg.",27,2,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,2.0,2020-02-18 14:44:10,128,True,ribollita,2.0
592,Mark,Mark,Since Citizens United we have a big For Sale sign on all government offices.  It's a fact.  Morality is not included.  Right now the two leading Dem nominees  by polls  are Mike and Bernie.  Mike is spending his own money  and Bernie  yours.  Mike is also offering to support any Dem nominee with more money  hundreds of millions more.  Bernie is offering an estimated $95 Trillion over 10 years in 'free' programs for your $29 donation.  That's a better rate of return than any stock in the stock market.   Who's putting their money where their mouth is  and who's buying your vote with someone else's money?  Since CU we have devolved to developing world standards of plutocrat vs. populist.  Both are the devil's bargain  but a bird in the hand is still worth two in the bush.,6,0,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,0.0,2020-02-18 14:49:24,129,True,mark,0.0
593,Cameron,Cameron,"Another article about Bloomberg. Meanwhile Bernie just won New Hampshire (the only state where we have definitive results)  is leading in Nevada  and is ahead in national polls. Yet he is totally ignored by the press.  I'm not even that big of a Bernie fan  but I think he deserves credit for winning. 

The media is really showing it's pro-corporate bias this cycle. Stop trying to put a thumb on the scale  and let the voters decide.",21,1,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,0.0,2020-02-18 14:52:31,130,True,cameron,0.0
594,magicisnotreal,magicisnotreal,Unless we get back to building factories here that employ the masses  focus on keeping them employed and fully fund the local and federal tax coffers we still have the same problem imposed on us in 1980 by deregulation.,9,0,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,2.0,2020-02-18 15:01:22,131,True,magicisnotreal,2.0
595,Jacquie,Jacquie,"""Michael R. Bloomberg is proposing to crack down on the industry where he made his name — and fortune.""

Talk is  of course  cheap.  Why would I trust a billionaire to tell me the truth?",14,1,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,1.0,2020-02-18 15:05:35,132,True,jacquie,1.0
596,Tedj,Tedj,"Once again  the mayor's getting credit for other people's ideas. 

It's his money and he can do whatever he likes but wouldn't it benefit society as a whole to pay off the poll tax for former inmates in Florida instead of dumping money into ad buys? At what point does the ego trip stop?",8,0,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,2.0,2020-02-18 15:15:34,133,True,tedj,2.0
597,Bill,Bill,"Sorry I’m not going to trust a billionaire to reign-in the very forces they used to achieve and maintain their personal fortune.

There’s zero chance of this ever changing. I don’t have the magical thinking ability to counter my inherent bias here.",206,6,True,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,0.0,2020-02-18 15:22:57,134,True,bill,1.0
598,Philip Cafaro,Philip,If Democrats are dumb enough to think Bloomberg would follow through on this  we deserve another decade of watching the rich get richer and working people get the back of their hand.,12,0,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,0.0,2020-02-18 15:31:34,135,True,philip,0.0
599,Stew,Stew,"Sound like ""The Onion."" If anyone believes this plutocrat  then they probably believe that humorous/sarcastic publication as well.",15,0,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,0.0,2020-02-18 15:31:35,136,True,stew,0.0
600,Alexander Scala,Alexander,"Put a gun to my head and demand that I choose between Trump and Bloomberg  and I'll choose Trump.  Better a volatile blowhard with limited self-confidence -- Trump has often backed off from one idiot position or another -- than an authoritarian bigot with fundamental contempt for the electorate and absolute confidence in his own corrupt judgment.  

In Venice some years ago  someone wrote on a wall ""Bloomberg is the devil.  Do not trust him.""  Good advice.  Vote for Sanders instead.",12,0,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,0.0,2020-02-18 15:31:35,137,True,alexander,0.0
601,Matt,Matt,"People despise Bloomberg because he is a billionaire. I wonder if ""progressives hated"" that uber wealthy elitist FDR when he first ran for President. How many terms did that guy serve again?",10,0,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,0.0,2020-02-18 15:31:39,138,True,matt,0.0
602,Steve,Steve,"""Congress who forced everybody to go and give mortgages to people who were on the cusp.” Bloomberg

Seriously Mike?",12,0,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,0.0,2020-02-18 15:31:39,139,True,steve,0.0
603,Roger,Roger,Democrats will demand a purity test . Bloomberg will not pass and    they will nominate Bernie. Bernie will then lose to trump in November. Four more years of trump will be a disaster.,8,0,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,0.0,2020-02-18 15:31:39,140,True,roger,0.0
604,Tim,Tim,All of you complaining about Bloomberg obviously don't realize that he's the only candidate with the resources  infrastructure and gravitas to beat Trump.  I wasn't a huge fan when he was mayor  but trashing him will only insure 4 more years of lawless corruption and authoritarianism. And those of you threatening not to vote should be ashamed.,18,0,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,0.0,2020-02-18 15:31:39,141,True,tim,1.0
605,grace thorsen,grace,"He still believes the 2007 financial meltdown is the fault  of the  ""mortgagees"" and not the incredible graft and  risk taking for enormous profits that wall street and the ratings agencies were  working on.. as well as the  Greenspan/clinton deregulations of bankers - glass steagall anybody? I can't trust  someone like Bloomberg who finagles laws to give himself a third term  to see the world without the gazillionaires rosy colored hues..",11,0,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,2.0,2020-02-18 15:31:40,142,True,grace,1.0
606,William O’Reilly,William,"Trump promised the same thing that Bloomberg is promising  and of course has done nothing to ""crack down"" on greed and corruption.  It won't happen here  either.",10,1,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,0.0,2020-02-18 15:31:42,143,True,william,0.0
607,Lucy Raubertas,Lucy,Main thing now is whether you believe in his personal  reformation and his stated policy positions  or not. The debate will help the public decide. He has supported liberal and progressive values for years now by putting his money where his mouth is. Tho he has so much money and constantly making more it’s not much of a dent in his personal fortune. He will and does face ferocious attacks and how he deals with them will help show if he can navigate the political minefield we live in. As to facing down Trump that is definitely in his skill set. That Trump has the dark money of billionaires like Koch Mercer the Waltons etc makes the power of Bloomberg’s resources very attractive in this fight. It will take all we have to beat the biggest threat to our country and rule of law by Trump and his minions as he rapidly breaks down our institutions and safeguards.,58,1,True,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,1.0,2020-02-18 15:32:37,144,True,lucy,1.0
608,Michelangelo Missoni,Michelangelo,Bloomberg would end up paying $3 billion less under his own plan than if under Sanders’ or Warren’s tax plans. He could spend $2 billion on his election and still make $1 billion in profit.,20,3,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,2.0,2020-02-18 15:37:44,145,True,michelangelo,2.0
609,Hank,Hank,"Mike is a unique example of what might happen when a candidate does not have to spend 80% of his time dialing for dollars.   

Let's see if the Mayor has the mojo to propose the public financing of political campaigns.

Who else has the spine and resources to take that on? 

Mike's extraordinary success  built the old fashioned way on a humble background  gives him the freedom to study and propose serious policy addressing the spectrum of critical national and planetary issues for people--ordinary voters-- to judge on their own right.  

No donor approval required.

Surely a refreshing alternative to election by Citizens United.",9,2,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,0.0,2020-02-18 15:44:59,146,True,hank,0.0
610,Eric,Eric,"Apologizing for stop and frisk  reigning in Wall Street. Seems Mr. Bloomberg had an epiphany that if he wants to run as a Democrat   he needs to sound like a Democrat. I wonder  how hard a President Bloomberg would fight for progressive goals when faced with the obstruction of Mitch McConnell.

I'll vote for Bloomberg if he's the nominee  but until then  it's Elizabeth Warren all the way.",60,4,True,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,0.0,2020-02-18 15:54:26,147,True,eric,0.0
611,nanfahr,nanfahr,"Just like most democrats  for me it's anyone but Trump.   

And though I've been an Elizabeth Warren supporter  I welcome Bloomberg to the table.   He knows finance  as she does.  Let's hear what he has to say.",274,10,True,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,2.0,2020-02-18 16:05:06,148,True,nanfahr,2.0
612,Blackmamba,Blackmamba,"Michael Bloomberg is a corrupt crony capitalist corporate plutocrat oligarch welfare king by nature and nurture.

Michael Bloomberg has been a Democrat then a Republican then an Independent then a Democrat.

Michael Bloomberg is political governing cephalopod chameleon.

Being a humble humane empathetic community organizing left-wing socialist like Jesus Christ of Nazareth when you have $ 60 billion will not make it any easier for you getting him into Heaven than for a camel to pass through the eye of needle.

But Michael Bloomberg is not a Christian and thus does not see Jesus in the poor  the sick  the hungry  the thirsty  the homeless  the despairing and the stranger.

See Matthew 25: 31-46",9,2,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,2.0,2020-02-18 16:21:07,149,True,blackmamba,2.0
613,Carolyn Egeli,Carolyn,And I've got a nifty bridge to sell you too...,10,0,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,1.0,2020-02-18 16:21:07,150,True,carolyn,1.0
614,SLB,SLB,"NYT is dropping the ball---where is the coverage of Warren?  

She is still a top contender---please start treating her as one.",6,0,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,2.0,2020-02-18 16:21:07,151,True,slb,2.0
615,garibaldi,garibaldi,You’d have to be pretty naive that Bloomberg leans left - or maybe you don’t lean left yourself  so he looks good to you.,10,0,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,2.0,2020-02-18 16:21:07,152,True,garibaldi,2.0
616,Jason,Jason,Wait  you guys are cool with this man literally buying his way into power? Seriously  this is the type of thing that will expand the ranks of the largest party of voters in the US - the party of non-voters.,12,0,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,0.0,2020-02-18 16:21:10,153,True,jason,0.0
617,Dominic,Dominic,Bloomberg may beat Trump  if he's the nominee  but in doing so he will kill the last vestiges of democracy in our nation. At that point  the United States will cement its position as an oligarchy.,11,0,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,0.0,2020-02-18 16:21:11,154,True,dominic,0.0
618,Mike L,Mike,We all have to pay ‘transaction’ taxes on our purchases (sales tax) so why not have a tax on financial transactions? It makes great sense and is easy to implement.,10,0,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,0.0,2020-02-18 16:29:48,155,True,mike,0.0
619,P Locke,P,Glad to have Bloomberg in the debates.   Let him present his ideas while being questioned by other candidates and the moderators.  I'm not interested in watching commercials to judge the abilities or weaknesses of the candidates.  Let them discuss the issues in a courteous and intelligent manner so voters can better make their selection.,6,0,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,2.0,2020-02-18 16:30:24,156,True,p,2.0
620,EB,EB,"Oh please.  
A billionaire sees the light?
Pretty late in the game.
Bloomberg might considering sending me less literature and saving all the trees that made them.  He could donate his money right now to serious efforts to save the planet  pay his own workers more  stop telling them what they can and can't write  etc.",14,0,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,2.0,2020-02-18 16:31:40,157,True,eb,2.0
621,Doug M,Doug,"Bloomberg has been dedicated to the climate change and gun control fights and put his money where his mouth is. He’s also done the same for reproductive rights  education  and public health. All without personal fanfare.

He’s the twelfth richest person on the planet and at 78 years old might not choose to run for a second term if elected in November. 

Considering all of the above and his expertise and success in business and as mayor for twelve years  I believe he is the most sincere candidate running.  A guy like him  at this stage of his life  is not in this race for power and he absolutely can’t be bought.

Furthermore  his  evolving positions on income inequality and Wall Street are  more credible than the other candidates because he has been informed by extensive experience. In comparison  Sanders rigid ideology without accomplishment rings hollow.",6,0,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,0.0,2020-02-18 16:50:12,158,True,doug,0.0
622,Antoine Guéroult,Antoine,Sure  Bloomberg is a plutocrat who’s going to destroy the system that allowed him to make 60 billion $....Thanks for this analysis and a good laugh !,11,0,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,0.0,2020-02-18 16:52:55,159,True,antoine,0.0
623,Simon Sez,Simon,"If Mike is not the nominee  we will have four more years of Trump.

The GOP prays for Bernie to be the nominee. They know that he is so hated with his calls for a Socialist Revolution that in a national election Dems will lose all the way down the ballot.

That is why the SC GOP is urging its members to vote Socialist in the upcoming Dem primary there.

Mike is waging a two pronged war against the extreme left and extreme right for the soul of the Dem party.

We must all unite behind him if we are to win.

And who really cares what the Socialist crowd thinks. Let them all stay home or vote Green.

We don't need nor want them.",7,1,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,0.0,2020-02-18 16:55:28,160,True,simon,0.0
624,DL,DL,Nice  the big fish will execute everything in dark pools and over-the-counter  thus avoiding taxes  while us  401ers  will carry the tax burden once again.,8,0,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,2.0,2020-02-18 17:08:16,161,True,dl,2.0
625,Gloria,Gloria,So many article about Bloomberg  you would think he was already leading the delegate race....but he isn't. Pete Buttigieg is. Where are those stories?,17,3,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,1.0,2020-02-18 17:08:16,162,True,gloria,1.0
626,John Krumm,John,Bloomberg is quickly building a left leaning Trojan horse powered by dollar bills. Anything to stop Bernie’s wealth tax. Fortunately he has the personal charisma of moldy bread. This is the naked face of billionaire power buying the election any way it can.,11,1,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,0.0,2020-02-18 17:08:16,163,True,john,0.0
627,Matt,Matt,"“The stock market is at an all-time high  but almost all of the gains are going to a small number of people.”

What Bloomberg leaves out is that not only are most of the gains going to a small number of people (which should not come as a surprise since the top 10% of the wealth scale own 84% of all stocks)  but nearly one half of American families (48%) have no holdings in the stock market at all.

The stock market is  consequently  a ridiculous exemplar for our country's economic viability  a fact that should be mentioned whenever it is so used.",14,0,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,0.0,2020-02-18 17:14:18,164,True,matt,0.0
628,Eva,Eva,"The problem is that he has never proven any of what he says (now). Not during his 12 years as mayor of NY nor after. All he does is: donating money ... and ... always (only..) with his name attached to it...? Is NYC (after 12 years with him as climate change pope...) any greener then before his terms? Or even any greener (leading role...) than any other city of the USA... Or at least as progressive as California (where I get my „healthy“ paint from)..?
Wonder where he was during his mayoral (over) run... Sitting with his buddies in some taverna? Or in his helicopter on his way to.. (climate change).. there while I and others started to pack and leave (forced out) the city.. Did it bother him? Guess not...
Why would it all of a sudden bother him now.... Anybody’s guess..",8,1,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,1.0,2020-02-18 17:33:09,165,True,eva,1.0
629,NYer,NYer,"""Bloomberg Leans Left With Plan to Rein In Wall Street""?

Utter disinformation and PR pandering fiction  given Bloomberg's long  long (documented) history as blatantly favoring Wall Street  investment banks  and the rich.

I hope the Times will do its due diligence and report on Bloomberg's past utterances and stances about Wall Street and also his policies during 12 years in office  as mayor of NYC  when he always sided with Wall Street and the monied interests.",11,1,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,2.0,2020-02-18 17:33:09,166,True,nyer,2.0
630,Chris,Chris,Bloomberg got into the race because he feared Bernie  not because he wants Trump out. He is out to stop the liberals  not Trump.,10,2,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,0.0,2020-02-18 17:58:27,167,True,chris,1.0
631,Joseph B,Joseph,Bernie or bust is a turnoff for the majority of democrats who are moderates and will see Trump reelected.  The last thing America needs is another divisive leader.  I think Bloomberg has the best chance to beat Trump and with his business background might even win Texas  where people are sick of Trump's tweets and immorality.  I would prefer a younger individual like Mayor Pete  but perhaps Mayor Mike has the best chance to beat Trump and this is war.,7,1,False,0,https://www.nytimes.com/2020/02/18/business/dealbook/michael-bloomberg-wall-street.html,520,0.0,2020-02-18 18:24:50,168,True,joseph,0.0
